it, prob 
627, 0.0053050397
628, 0.005305978
629, 0.005306917
630, 0.0053078556
631, 0.005308795
632, 0.0053097345
633, 0.0053106747
634, 0.005311615
635, 0.0053125555
636, 0.005313496
637, 0.005276117
638, 0.005277045
639, 0.005277973
640, 0.005278902
641, 0.005279831
642, 0.0052807606
643, 0.0052530207
644, 0.0052539404
645, 0.005254861
646, 0.0052557816
647, 0.005256702
648, 0.0052576237
649, 0.0052585453
650, 0.0052292137
651, 0.0052301255
652, 0.0052310373
653, 0.00523195
654, 0.005232862
655, 0.0052337754
656, 0.0052346885
657, 0.005235602
658, 0.005236516
659, 0.005204719
660, 0.005181347
661, 0.005182242
662, 0.0051831375
663, 0.005184033
664, 0.0051849294
665, 0.0051858253
666, 0.005186722
667, 0.005187619
668, 0.0051617343
669, 0.0051238257
670, 0.005124701
671, 0.0051255766
672, 0.0051264525
673, 0.0051273284
674, 0.0051282053
675, 0.0051290817
676, 0.005105514
677, 0.0050787204
678, 0.0050513553
679, 0.005021761
680, 0.0050226017
681, 0.0050234427
682, 0.005024284
683, 0.0050251256
684, 0.0050259675
685, 0.00502681
686, 0.0050041704
687, 0.005005005
688, 0.00500584
689, 0.0050066756
690, 0.004982561
691, 0.004983389
692, 0.0049644215
693, 0.0049652434
694, 0.0049660653
695, 0.0049668876
696, 0.00496771
697, 0.0047736624
698, 0.0047744485
699, 0.0047447644
700, 0.004723127
701, 0.0047238963
702, 0.004696356
703, 0.004697117
704, 0.004697878
705, 0.004698639
706, 0.0046721445
707, 0.004672897
708, 0.0046736505
709, 0.0046744035
710, 0.0046661305
711, 0.004666881
712, 0.0046676323
713, 0.0046496713
714, 0.004650417
715, 0.004651163
716, 0.0046148947
717, 0.0045864303
718, 0.0045871558
719, 0.0045676483
720, 0.004568368
721, 0.0045690876
722, 0.0045698076
723, 0.004570528
724, 0.0045712483
725, 0.004571969
726, 0.00457269
727, 0.0045734113
728, 0.0045741326
729, 0.004574854
730, 0.0045755757
731, 0.004576298
732, 0.00457702
733, 0.004577743
734, 0.0045784656
735, 0.0045561665
736, 0.0045568827
737, 0.004557599
738, 0.0045298343
739, 0.004530542
740, 0.004510109
741, 0.0045108106
742, 0.0045115124
743, 0.004512214
744, 0.0045129163
745, 0.0045136185
746, 0.0044940338
747, 0.0044947304
748, 0.004495427
749, 0.004496124
750, 0.004470479
751, 0.004471169
752, 0.004471858
753, 0.0044725477
754, 0.004473238
755, 0.004473928
756, 0.0044478527
757, 0.004448535
758, 0.004418038
759, 0.004418711
760, 0.0044193845
761, 0.004420058
762, 0.0044207317
763, 0.004395271
764, 0.0043959375
765, 0.004396604
766, 0.0043972707
767, 0.0043979376
768, 0.0043986044
769, 0.0043992717
770, 0.0043999394
771, 0.0043773586
772, 0.0043780194
773, 0.00437868
774, 0.0043648407
775, 0.0043458715
776, 0.0043206196
777, 0.0043212636
778, 0.0043219076
779, 0.0043225517
780, 0.004323196
781, 0.0042982064
782, 0.004137116
783, 0.0041377274
784, 0.0041231043
785, 0.0040941657
786, 0.004072135
787, 0.004072727
788, 0.00407332
789, 0.004057383
790, 0.004057971
791, 0.0040585594
792, 0.0040415702
793, 0.0040421537
794, 0.0040427377
795, 0.004043321
796, 0.004043905
797, 0.0040444895
798, 0.004045074
799, 0.0040456583
800, 0.0040462427
801, 0.0040468276
802, 0.0040474124
803, 0.0040479978
804, 0.004048583
805, 0.0040491684
806, 0.0040351637
807, 0.0040357453
808, 0.0040131863
809, 0.0040137614
810, 0.004014337
811, 0.0040149125
812, 0.004015488
813, 0.004016064
814, 0.0040166406
815, 0.0040172166
816, 0.004017793
817, 0.0040183696
818, 0.0040189466
819, 0.0040195235
820, 0.0040201005
821, 0.004020678
822, 0.0040212553
823, 0.0040218327
824, 0.0040224106
825, 0.0040229885
826, 0.0040235664
827, 0.004009738
828, 0.003994864
829, 0.003995434
830, 0.003996004
831, 0.0039965743
832, 0.0039971448
833, 0.0039977157
834, 0.0039982866
835, 0.003985765
836, 0.0039863326
837, 0.0039705047
838, 0.0039710677
839, 0.003971631
840, 0.0039721946
841, 0.003972758
842, 0.003973322
843, 0.003973886
844, 0.00397445
845, 0.003975014
846, 0.0039755786
847, 0.003976143
848, 0.003976708
849, 0.00396376
850, 0.003964321
851, 0.003945885
852, 0.003926518
853, 0.0039138943
854, 0.0039144414
855, 0.0039149886
856, 0.003915536
857, 0.003893756
858, 0.0038942976
859, 0.0038948394
860, 0.0038953812
861, 0.0038775792
862, 0.0038610038
863, 0.0038615363
864, 0.003862069
865, 0.0038626017
866, 0.003841932
867, 0.003842459
868, 0.0038282746
869, 0.003828798
870, 0.003805382
871, 0.003805899
872, 0.0038064166
873, 0.003806934
874, 0.0038074518
875, 0.0038079696
876, 0.0038084874
877, 0.0038090055
878, 0.0038095238
879, 0.0038100423
880, 0.0038105608
881, 0.0037883914
882, 0.0037889038
883, 0.0037751112
884, 0.0037756204
885, 0.0037761296
886, 0.0037766388
887, 0.0037771482
888, 0.0037776579
889, 0.0037568763
890, 0.0037573806
891, 0.003757885
892, 0.0037583893
893, 0.0037588938
894, 0.0037593986
895, 0.0037599034
896, 0.0037604084
897, 0.003743816
898, 0.0037443168
899, 0.0037448173
900, 0.0037453184
901, 0.0037458194
902, 0.0037248903
903, 0.0037253858
904, 0.0037258815
905, 0.0037263774
906, 0.0037268733
907, 0.003711067
908, 0.0037115589
909, 0.0037120508
910, 0.003712543
911, 0.0037130355
912, 0.003713528
913, 0.0037140204
914, 0.003714513
915, 0.003715006
916, 0.0037154988
917, 0.003715992
918, 0.0036890646
919, 0.0036895506
920, 0.003690037
921, 0.0036779193
922, 0.0036784026
923, 0.0036788858
924, 0.0036793693
925, 0.0036798527
926, 0.0036803365
927, 0.0036808203
928, 0.0036813042
929, 0.0036716496
930, 0.003672131
931, 0.0036726128
932, 0.0036730946
933, 0.0036735765
934, 0.0036740585
935, 0.0036558297
936, 0.0036415658
937, 0.0036420396
938, 0.0036425134
939, 0.0036203775
940, 0.0036208457
941, 0.003621314
942, 0.0036110394
943, 0.0036115053
944, 0.0036119712
945, 0.003612437
946, 0.0036129032
947, 0.0036133695
948, 0.003613836
949, 0.0036143023
950, 0.0036147689
951, 0.0035975846
952, 0.0035805628
953, 0.0035664246
954, 0.003566879
955, 0.0035673333
956, 0.0035501458
957, 0.0035304502
958, 0.0035308953
959, 0.0035313407
960, 0.0035264483
961, 0.0035268925
962, 0.0035273368
963, 0.0035277812
964, 0.0035282257
965, 0.0035286704
966, 0.003529115
967, 0.003518472
968, 0.003518914
969, 0.0035193565
970, 0.0035056968
971, 0.0035061357
972, 0.0035065748
973, 0.0035070141
974, 0.003495194
975, 0.0034956306
976, 0.003496067
977, 0.0034965035
978, 0.0034969402
979, 0.003497377
980, 0.0034978138
981, 0.0034982509
982, 0.003498688
983, 0.00347999
984, 0.0034649177
985, 0.0034653465
986, 0.0034657754
987, 0.0034662045
988, 0.0034666336
989, 0.003467063
990, 0.0034674923
991, 0.0034508258
992, 0.0034512512
993, 0.0034516766
994, 0.0034521022
995, 0.003431793
996, 0.0034322138
997, 0.0034250764
998, 0.0034254955
999, 0.0034259146
1000, 0.0034146341
1001, 0.0034042553
1002, 0.0034046692
1003, 0.0034050832
1004, 0.0034054974
1005, 0.0034059116
1006, 0.0033869601
1007, 0.00338737
1008, 0.0033877797
1009, 0.0033881897
1010, 0.0033885997
1011, 0.0033682184
1012, 0.0033686238
1013, 0.003369029
1014, 0.0033694345
1015, 0.0033553026
1016, 0.0033557047
1017, 0.0033561068
1018, 0.0033565091
1019, 0.0033569117
1020, 0.003357314
1021, 0.0033440823
1022, 0.0033444816
1023, 0.003344881
1024, 0.0033353185
1025, 0.003335716
1026, 0.0033361134
1027, 0.0033365109
1028, 0.0033369085
1029, 0.0033373062
1030, 0.003337704
1031, 0.0033285783
1032, 0.003328974
1033, 0.0033293697
1034, 0.0033297658
1035, 0.0033301618
1036, 0.0033305578
1037, 0.0033309541
1038, 0.003321471
1039, 0.0033218649
1040, 0.0033085195
1041, 0.0033089104
1042, 0.0033093016
1043, 0.0033003301
1044, 0.0033007192
1045, 0.0033011083
1046, 0.003283302
1047, 0.0032836872
1048, 0.0032840723
1049, 0.0032844574
1050, 0.0032848427
1051, 0.0032852283
1052, 0.0032856136
1053, 0.0032859994
1054, 0.003286385
1055, 0.0032867708
1056, 0.0032871566
1057, 0.0032875426
1058, 0.0032879286
1059, 0.0032883147
1060, 0.003288701
1061, 0.0032890872
1062, 0.003270264
1063, 0.0032706459
1064, 0.003271028
1065, 0.0032714102
1066, 0.0032717925
1067, 0.0032721749
1068, 0.0032725572
1069, 0.0032729397
1070, 0.0032733225
1071, 0.003273705
1072, 0.003274088
1073, 0.0032744708
1074, 0.0032748538
1075, 0.0032752368
1076, 0.003266068
1077, 0.003253544
1078, 0.003253922
1079, 0.0032543002
1080, 0.0032396158
1081, 0.0032399907
1082, 0.003229527
1083, 0.0032121143
1084, 0.003212483
1085, 0.0032128515
1086, 0.00321322
1087, 0.003196712
1088, 0.0031883398
1089, 0.003176404
1090, 0.0031767644
1091, 0.0031771248
1092, 0.0031774852
1093, 0.0031638418
1094, 0.0031496063
1095, 0.0031499607
1096, 0.003150315
1097, 0.0031506696
1098, 0.003151024
1099, 0.0031513788
1100, 0.0031517334
1101, 0.0031520883
1102, 0.003152443
1103, 0.0031527982
1104, 0.0031531532
1105, 0.0031535083
1106, 0.0031383098
1107, 0.0031386616
1108, 0.0031295407
1109, 0.0031298904
1110, 0.0031302404
1111, 0.0031305903
1112, 0.0031309405
1113, 0.0031312904
1114, 0.0031316408
1115, 0.003131991
1116, 0.0031323414
1117, 0.0031326918
1118, 0.0031330425
1119, 0.0031246513
1120, 0.003125
1121, 0.003115958
1122, 0.003102493
1123, 0.003102837
1124, 0.0031031808
1125, 0.0031035247
1126, 0.0030901667
1127, 0.0030905078
1128, 0.003090849
1129, 0.00309119
1130, 0.0030915313
1131, 0.003082682
1132, 0.0030830214
1133, 0.0030833608
1134, 0.0030837005
1135, 0.0030701754
1136, 0.003070512
1137, 0.0030708488
1138, 0.003058772
1139, 0.0030591064
1140, 0.0030594405
1141, 0.0030597749
1142, 0.0030601092
1143, 0.0030604438
1144, 0.0030607784
1145, 0.003061113
1146, 0.0030507736
1147, 0.0030414946
1148, 0.003041825
1149, 0.0030421556
1150, 0.003042486
1151, 0.0030428169
1152, 0.0030431475
1153, 0.0030289919
1154, 0.0030293195
1155, 0.0030296473
1156, 0.003029975
1157, 0.003030303
1158, 0.003030631
1159, 0.003030959
1160, 0.003031287
1161, 0.0030316154
1162, 0.0030319437
1163, 0.003032272
1164, 0.0030326005
1165, 0.003032929
1166, 0.0030332576
1167, 0.003033586
1168, 0.0030263728
1169, 0.0030266999
1170, 0.003027027
1171, 0.0030273544
1172, 0.0030276817
1173, 0.003028009
1174, 0.0030283367
1175, 0.0030123722
1176, 0.0030042918
1177, 0.0030046143
1178, 0.0030049367
1179, 0.0030052592
1180, 0.0029968962
1181, 0.0029972168
1182, 0.0029975378
1183, 0.0029978587
1184, 0.0029841203
1185, 0.0029844383
1186, 0.0029847564
1187, 0.0029850747
1188, 0.002985393
1189, 0.002976507
1190, 0.0029768234
1191, 0.0029771398
1192, 0.0029774564
1193, 0.002977773
1194, 0.0029683027
1195, 0.0029686175
1196, 0.0029689323
1197, 0.002969247
1198, 0.0029567054
1199, 0.0029570176
1200, 0.0029399411
1201, 0.0029300964
1202, 0.0029169705
1203, 0.0029172744
1204, 0.0029033597
1205, 0.002899151
1206, 0.0028994512
1207, 0.0028997515
1208, 0.002900052
1209, 0.0029003522
1210, 0.0028892788
1211, 0.0028895768
1212, 0.0028818443
1213, 0.0028709115
1214, 0.0028548124
1215, 0.0028452394
1216, 0.0028455285
1217, 0.0028458177
1218, 0.002846107
1219, 0.0028463963
1220, 0.00283057
1221, 0.0028169013
1222, 0.002817185
1223, 0.0028174683
1224, 0.0028103986
1225, 0.0028106805
1226, 0.0028109627
1227, 0.002811245
1228, 0.0028115273
1229, 0.002804768
1230, 0.002805049
1231, 0.00280533
1232, 0.0028056111
1233, 0.0028058924
1234, 0.0027980413
1235, 0.002798321
1236, 0.0027986006
1237, 0.0027919034
1238, 0.002792182
1239, 0.0027924604
1240, 0.0027852382
1241, 0.0027855153
1242, 0.0027857926
1243, 0.0027752998
1244, 0.002775575
1245, 0.00277585
1246, 0.002761886
1247, 0.0027621584
1248, 0.002751302
1249, 0.0027515723
1250, 0.0027518428
1251, 0.0027521132
1252, 0.0027523837
1253, 0.0027434842
1254, 0.0027437531
1255, 0.002744022
1256, 0.002744291
1257, 0.00274456
1258, 0.002744829
1259, 0.002745098
1260, 0.0027453671
1261, 0.0027456365
1262, 0.0027459057
1263, 0.002746175
1264, 0.0027464444
1265, 0.0027467138
1266, 0.0027469832
1267, 0.0027472528
1268, 0.0027475224
1269, 0.0027378509
1270, 0.0027381186
1271, 0.0027383864
1272, 0.0027386541
1273, 0.0027389221
1274, 0.00273919
1275, 0.0027394579
1276, 0.0027277155
1277, 0.0027279812
1278, 0.002728247
1279, 0.002728513
1280, 0.0027287789
1281, 0.0027290448
1282, 0.002729311
1283, 0.002729577
1284, 0.0027298431
1285, 0.0027301093
1286, 0.0027171276
1287, 0.0027173914
1288, 0.0027063598
1289, 0.0027066215
1290, 0.002702181
1291, 0.0027024418
1292, 0.0027027028
1293, 0.0026964562
1294, 0.0026967158
1295, 0.0026969756
1296, 0.0026972354
1297, 0.0026974953
1298, 0.0026977551
1299, 0.002698015
1300, 0.002687914
1301, 0.002688172
1302, 0.0026809652
1303, 0.0026812218
1304, 0.0026814786
1305, 0.0026704816
1306, 0.0026707363
1307, 0.0026709912
1308, 0.002671246
1309, 0.0026628627
1310, 0.0026631157
1311, 0.002663369
1312, 0.0026636226
1313, 0.002663876
1314, 0.0026641295
1315, 0.0026643828
1316, 0.0026646364
1317, 0.0026648901
1318, 0.0026651437
1319, 0.0026653975
1320, 0.0026656513
1321, 0.002665905
1322, 0.0026661588
1323, 0.0026664126
1324, 0.0026666666
1325, 0.0026669207
1326, 0.0026671747
1327, 0.0026674287
1328, 0.002667683
1329, 0.0026679372
1330, 0.0026681914
1331, 0.0026684457
1332, 0.0026687
1333, 0.0026689544
1334, 0.0026692087
1335, 0.0026694632
1336, 0.002669718
1337, 0.0026699724
1338, 0.002670227
1339, 0.0026704816
1340, 0.0026707363
1341, 0.0026709912
1342, 0.002671246
1343, 0.002671501
1344, 0.0026717556
1345, 0.0026720108
1346, 0.0026722657
1347, 0.0026725207
1348, 0.0026727759
1349, 0.002673031
1350, 0.0026732862
1351, 0.002669718
1352, 0.0026699724
1353, 0.002670227
1354, 0.0026623562
1355, 0.0026626093
1356, 0.0026628627
1357, 0.0026631157
1358, 0.0026507622
1359, 0.002651013
1360, 0.0026512642
1361, 0.0026430055
1362, 0.002643255
1363, 0.0026350461
1364, 0.0026288612
1365, 0.0026209867
1366, 0.002621232
1367, 0.0026214775
1368, 0.0026126713
1369, 0.0025993316
1370, 0.002599573
1371, 0.0025921126
1372, 0.0025923525
1373, 0.0025830257
1374, 0.0025832641
1375, 0.0025835026
1376, 0.002583741
1377, 0.002576134
1378, 0.002576371
1379, 0.002570458
1380, 0.002570694
1381, 0.0025709302
1382, 0.0025631636
1383, 0.0025519505
1384, 0.002552183
1385, 0.0025524157
1386, 0.0025526483
1387, 0.0025528811
1388, 0.002553114
1389, 0.0025533468
1390, 0.0025535796
1391, 0.0025538125
1392, 0.0025540455
1393, 0.0025542784
1394, 0.0025545114
1395, 0.0025547445
1396, 0.0025484664
1397, 0.0025486983
1398, 0.0025396824
1399, 0.002539913
1400, 0.0025401434
1401, 0.0025348542
1402, 0.0025263918
1403, 0.0025266197
1404, 0.0025268476
1405, 0.0025270758
1406, 0.002527304
1407, 0.002527532
1408, 0.00252776
1409, 0.002519345
1410, 0.0025195717
1411, 0.002426312
1412, 0.00242653
1413, 0.0024267482
1414, 0.0024269663
1415, 0.0024271845
1416, 0.0024274027
1417, 0.002427621
1418, 0.0024278392
1419, 0.0024280576
1420, 0.002428276
1421, 0.0024284944
1422, 0.0024287128
1423, 0.0024289312
1424, 0.0024269663
1425, 0.0024271845
1426, 0.0024274027
1427, 0.002427621
1428, 0.0024182715
1429, 0.002418488
1430, 0.002411791
